00|75.518.289/5908-84|Empresa Versao2 01 LTDA|(48) 94113-6042
03|1|Classe 64|
03|2|Tipo 52|
03|3|Grupo 38|
02|2|Produto 081|408.86
03|1|Categoria 02|
03|2|Categoria 55|
03|3|Tipo 89|
03|4|Grupo 39|
02|3|Serviço 307|379.46
03|1|Classe 40|
03|2|Classe 25|
02|4|Item 238|142.40
03|1|Grupo 62|
03|2|Classe 16|
03|3|Tipo 42|
03|4|Categoria 85|
02|5|Item 860|79.78
03|1|Grupo 77|
03|2|Classe 80|
03|3|Classe 73|
02|6|Licença 197|262.17
03|1|Classe 32|
03|2|Categoria 19|
03|3|Categoria 05|
03|4|Classe 73|
02|7|Item 343|393.55
03|1|Grupo 46|
03|2|Tipo 39|
03|3|Grupo 48|
03|4|Tipo 73|
02|8|Item 363|413.89
03|1|Classe 73|
01|NF|13-0004|2007.34
02|1|Peça 972|57.64
03|1|Tipo 99|
03|2|Categoria 62|
02|2|Assinatura 017|412.20
03|1|Categoria 98|
03|2|Categoria 03|
03|3|Grupo 05|
02|3|Assinatura 592|245.10
03|1|Categoria 35|
03|2|Classe 84|
03|3|Grupo 48|
03|4|Grupo 63|
02|4|Peça 523|113.00
03|1|Classe 41|
03|2|Categoria 38|
02|5|Item 987|420.42
03|1|Classe 49|
03|2|Categoria 45|
03|3|Tipo 12|
02|6|Serviço 713|157.00
03|1|Tipo 65|
03|2|Categoria 44|
03|3|Tipo 22|
02|7|Peça 011|10.59
03|1|Tipo 26|
03|2|Tipo 29|
03|3|Tipo 25|
02|8|Serviço 658|441.34
03|1|Classe 07|
03|2|Grupo 63|
02|9|Componente 280|75.98
03|1|Categoria 98|
03|2|Tipo 22|
02|10|Peça 506|74.07
03|1|Tipo 76|
03|2|Grupo 62|
01|CTRC|13-0005|2555.16
02|1|Serviço 094|404.15
03|1|Classe 24|
03|2|Classe 33|
02|2|Item 053|35.30
03|1|Grupo 73|
02|3|Pacote 774|387.12
03|1|Tipo 55|
02|4|Peça 477|221.05
03|1|Tipo 71|
03|2|Classe 49|
02|5|Peça 794|451.43
03|1|Categoria 12|
02|6|Assinatura 517|200.46
03|1|Grupo 90|
02|7|Produto 795|159.28
03|1|Classe 89|
03|2|Classe 50|
03|3|Categoria 98|
03|4|Tipo 99|
02|8|Pacote 548|220.73
03|1|Tipo 13|
02|9|Pacote 619|319.06
03|1|Tipo 10|
02|10|Serviço 337|156.58
03|1|Grupo 50|
03|2|Tipo 64|
01|NFE|13-0006|1287.24
02|1|Licença 245|309.52
03|1|Grupo 62|
03|2|Classe 36|
03|3|Tipo 18|
03|4|Categoria 72|
02|2|Item 956|260.58
03|1|Tipo 94|
03|2|Classe 90|
03|3|Grupo 14|
03|4|Classe 33|
02|3|Pacote 286|122.14
03|1|Categoria 11|
03|2|Tipo 13|
03|3|Grupo 39|
03|4|Grupo 49|
02|4|Pacote 549|319.30
03|1|Categoria 76|
03|2|Categoria 72|
03|3|Tipo 12|
02|5|Assinatura 253|275.70
03|1|Categoria 90|
03|2|Grupo 00|
03|3|Classe 73|
03|4|Classe 06|
01|NFS|13-0007|2703.03
02|1|Licença 859|375.35
03|1|Classe 55|
03|2|Grupo 57|
02|2|Peça 860|490.56
03|1|Classe 09|
03|2|Tipo 45|
03|3|Grupo 31|
03|4|Grupo 79|
02|3|Serviço 301|122.83
03|1|Classe 92|
03|2|Classe 64|
03|3|Grupo 70|
03|4|Grupo 29|
02|4|Licença 887|218.50
03|1|Grupo 49|
03|2|Tipo 18|
03|3|Tipo 46|
03|4|Classe 49|
02|5|Licença 381|152.99
03|1|Tipo 86|
02|6|Assinatura 358|408.89
03|1|Grupo 76|
02|7|Serviço 744|464.30
03|1|Categoria 28|
03|2|Tipo 74|
02|8|Pacote 412|378.30
03|1|Tipo 05|
03|2|Tipo 25|
03|3|Categoria 50|
02|9|Peça 187|91.31
03|1|Categoria 39|
03|2|Grupo 36|
03|3|Classe 70|
01|NFS|13-0008|2336.46
02|1|Item 670|159.28
03|1|Grupo 58|
03|2|Grupo 01|
02|2|Peça 668|357.15
03|1|Classe 06|
02|3|Pacote 902|273.04
03|1|Categoria 42|
03|2|Classe 49|
03|3|Classe 03|
03|4|Tipo 68|
02|4|Assinatura 045|255.65
03|1|Tipo 62|
03|2|Classe 16|
03|3|Categoria 20|
02|5|Produto 558|62.82
03|1|Classe 09|
03|2|Grupo 36|
03|3|Classe 07|
02|6|Componente 431|372.34
03|1|Tipo 20|
03|2|Classe 01|
03|3|Categoria 24|
03|4|Categoria 12|
02|7|Peça 977|99.94
03|1|Grupo 64|
02|8|Componente 793|121.54
03|1|Tipo 51|
03|2|Categoria 05|
02|9|Item 569|346.18
03|1|Classe 73|
03|2|Classe 01|
03|3|Categoria 70|
03|4|Categoria 85|
02|10|Componente 285|288.52
03|1|Grupo 49|
03|2|Grupo 14|
01|CTRC|13-0009|1573.61
02|1|Peça 480|453.73
03|1|Tipo 53|
03|2|Tipo 49|
02|2|Assinatura 113|446.67
03|1|Tipo 54|
02|3|Pacote 785|227.22
03|1|Grupo 05|
03|2|Classe 04|
03|3|Categoria 12|
03|4|Grupo 40|
02|4|Item 334|60.53
03|1|Categoria 17|
03|2|Categoria 63|
02|5|Assinatura 526|385.46
03|1|Tipo 76|
01|NFE|13-0010|1542.52
02|1|Assinatura 592|159.96
03|1|Classe 42|
02|2|Pacote 872|386.17
03|1|Categoria 81|
02|3|Assinatura 256|315.60
03|1|Tipo 71|
03|2|Classe 12|
02|4|Licença 364|371.82
03|1|Classe 86|
03|2|Grupo 97|
03|3|Tipo 96|
02|5|Licença 934|308.97
03|1|Classe 31|
03|2|Categoria 00|
03|3|Classe 49|
03|4|Grupo 82|
00|41.571.409/9348-52|Empresa Versao2 14 LTDA|(17) 99489-8557
01|NFS|14-0001|2821.24
02|1|Serviço 901|496.90
03|1|Classe 34|
03|2|Classe 57|
03|3|Categoria 32|
03|4|Grupo 84|
02|2|Componente 508|134.20
03|1|Categoria 72|
03|2|Classe 64|
02|3|Serviço 099|283.60
03|1|Categoria 86|
03|2|Classe 36|
03|3|Grupo 66|
02|4|Peça 434|498.95
03|1|Classe 90|
03|2|Tipo 10|
03|3|Tipo 23|
03|4|Tipo 06|
02|5|Serviço 604|316.05
03|1|Categoria 47|
03|2|Categoria 27|
03|3|Classe 50|
02|6|Peça 657|389.54
03|1|Tipo 38|
02|7|Licença 181|48.96
03|1|Classe 19|
02|8|Componente 668|274.75
03|1|Categoria 72|
03|2|Tipo 00|
03|3|Classe 38|
02|9|Item 943|378.29
03|1|Classe 12|
01|NFC|14-0002|2715.46
02|1|Serviço 080|296.94
03|1|Categoria 12|
03|2|Grupo 12|
03|3|Categoria 42|
03|4|Grupo 77|
02|2|Pacote 039|315.87
03|1|Grupo 52|
03|2|Tipo 89|
02|3|Componente 020|284.26
03|1|Tipo 85|
02|4|Serviço 197|263.24
03|1|Tipo 86|
03|2|Grupo 22|
03|3|Categoria 36|
02|5|Peça 492|395.96
03|1|Grupo 57|
03|2|Categoria 71|
03|3|Tipo 44|
03|4|Grupo 69|
02|6|Assinatura 680|191.75
03|1|Categoria 88|
03|2|Classe 57|
03|3|Classe 43|
03|4|Categoria 79|
02|7|Item 332|434.08
03|1|Categoria 96|
03|2|Tipo 54|
02|8|Item 209|294.74
03|1|Categoria 24|
03|2|Grupo 28|
03|3|Categoria 25|
02|9|Componente 351|238.62
03|1|Tipo 32|
03|2|Classe 43|
03|3|Categoria 05|
03|4|Tipo 01|
01|NFC|14-0003|2731.78
02|1|Produto 981|175.66
03|1|Categoria 50|
03|2|Tipo 98|
02|2|Assinatura 774|220.18
03|1|Categoria 19|
03|2|Classe 27|
03|3|Categoria 65|
03|4|Grupo 87|
02|3|Pacote 238|158.05
03|1|Grupo 54|
03|2|Tipo 24|
02|4|Pacote 544|302.81
03|1|Grupo 63|
02|5|Item 465|450.85
03|1|Grupo 54|
03|2|Tipo 21|
03|3|Tipo 49|
02|6|Assinatura 760|406.06
03|1|Grupo 86|
02|7|Componente 360|55.31
03|1|Categoria 73|
02|8|Assinatura 229|406.46
03|1|Tipo 69|
03|2|Classe 33|
03|3|Categoria 88|
03|4|Tipo 96|
02|9|Peça 308|252.70
03|1|Grupo 52|
02|10|Assinatura 638|303.70
03|1|Classe 39|
03|2|Categoria 67|
01|NFE|14-0004|2319.52
02|1|Peça 739|269.26
03|1|Tipo 12|
03|2|Tipo 23|
03|3|Tipo 01|
02|2|Pacote 595|176.30
03|1|Classe 87|
03|2|Grupo 94|
03|3|Categoria 29|
03|4|Grupo 67|
02|3|Assinatura 341|439.97
03|1|Grupo 09|
03|2|Categoria 10|
02|4|Assinatura 125|80.88
03|1|Categoria 94|
02|5|Componente 398|444.08
03|1|Classe 89|
03|2|Classe 99|
02|6|Pacote 849|278.52
03|1|Categoria 69|
03|2|Classe 05|
03|3|Classe 15|
03|4|Categoria 66|
02|7|Item 041|77.78
03|1|Classe 84|
03|2|Tipo 10|
03|3|Tipo 72|
02|8|Serviço 367|127.48
03|1|Tipo 20|
02|9|Peça 805|232.36
03|1|Categoria 26|
03|2|Grupo 48|
02|10|Produto 102|192.89
03|1|Tipo 86|
03|2|Grupo 05|
03|3|Grupo 95|
03|4|Grupo 92|
01|NFS|14-0005|1614.71
02|1|Item 755|473.56
03|1|Classe 41|
03|2|Grupo 25|
03|3|Categoria 00|
02|2|Peça 499|228.02
03|1|Classe 61|
03|2|Classe 53|
02|3|Peça 177|111.96
03|1|Tipo 42|
03|2|Tipo 08|
03|3|Categoria 42|
03|4|Tipo 12|
02|4|Peça 093|358.27
03|1|Tipo 80|
02|5|Assinatura 255|355.51
03|1|Grupo 96|
02|6|Produto 305|87.39
03|1|Grupo 40|
03|2|Tipo 97|
03|3|Categoria 04|
01|NF|14-0006|2289.56
02|1|Produto 898|192.99
03|1|Classe 96|
03|2|Grupo 12|
02|2|Componente 265|26.50
03|1|Categoria 23|
02|3|Item 882|372.63
03|1|Tipo 55|
03|2|Categoria 60|
03|3|Grupo 59|
02|4|Produto 225|293.28
03|1|Tipo 61|
03|2|Categoria 15|
03|3|Grupo 89|
02|5|Pacote 607|367.15
03|1|Grupo 14|
02|6|Assinatura 984|190.03
03|1|Classe 55|
03|2|Classe 36|
03|3|Classe 94|
03|4|Grupo 11|
02|7|Item 839|250.53
03|1|Categoria 59|
03|2|Classe 45|
02|8|Item 161|78.44
03|1|Categoria 60|
03|2|Categoria 12|
03|3|Classe 89|
03|4|Tipo 03|
02|9|Produto 265|19.05
03|1|Categoria 18|
03|2|Categoria 48|
02|10|Serviço 717|498.96
03|1|Classe 46|
01|NF|14-0007|2242.21
02|1|Produto 533|280.10
03|1|Classe 45|
03|2|Categoria 94|
03|3|Tipo 42|
02|2|Pacote 346|53.05
03|1|Grupo 37|
03|2|Categoria 42|
03|3|Tipo 62|
03|4|Categoria 75|
02|3|Item 993|490.77
03|1|Categoria 40|
03|2|Tipo 23|
02|4|Item 283|285.17
03|1|Categoria 75|
03|2|Tipo 84|
03|3|Tipo 73|
02|5|Serviço 367|311.50
03|1|Categoria 51|
03|2|Categoria 47|
03|3|Classe 88|
03|4|Classe 27|
02|6|Produto 972|403.91
03|1|Classe 86|
02|7|Licença 961|417.71
03|1|Grupo 09|
03|2|Grupo 86|
03|3|Grupo 88|
03|4|Grupo 02|
01|NFS|14-0008|1292.22
02|1|Pacote 487|56.27
03|1|Classe 44|
03|2|Grupo 29|
03|3|Tipo 35|
03|4|Grupo 81|
02|2|Produto 132|300.28
03|1|Grupo 73|
03|2|Classe 43|
03|3|Categoria 34|
02|3|Serviço 318|118.45
03|1|Categoria 75|
03|2|Classe 32|
03|3|Categoria 99|
02|4|Peça 469|427.73
03|1|Grupo 02|
03|2|Classe 21|
03|3|Tipo 55|
03|4|Categoria 64|
02|5|Componente 369|272.53
03|1|Grupo 13|
02|6|Assinatura 763|116.96
03|1|Grupo 31|
01|NFE|14-0009|1579.02
02|1|Item 008|219.83
03|1|Categoria 89|
03|2|Categoria 54|
03|3|Grupo 78|
02|2|Licença 671|256.55
03|1|Grupo 03|
02|3|Produto 353|101.20
03|1|Grupo 43|
02|4|Serviço 636|56.34
03|1|Categoria 15|
02|5|Licença 749|430.61
03|1|Classe 78|
02|6|Pacote 567|459.60
03|1|Tipo 58|
03|2|Tipo 34|
02|7|Licença 762|54.89
03|1|Tipo 12|
03|2|Classe 33|
03|3|Categoria 97|
01|NFE|14-0010|1383.12
02|1|Assinatura 184|241.25
03|1|Tipo 16|
02|2|Pacote 244|423.17
03|1|Tipo 97|
03|2|Grupo 24|
03|3|Categoria 81|
03|4|Classe 65|
02|3|Componente 866|140.35
03|1|Classe 27|
03|2|Classe 69|
02|4|Licença 260|331.14
03|1|Tipo 80|
03|2|Grupo 93|
03|3|Categoria 85|
03|4|Grupo 22|
02|5|Serviço 410|172.14
03|1|Grupo 03|
03|2|Classe 74|
03|3|Classe 26|
03|4|Tipo 52|
02|6|Item 542|75.07
03|1|Tipo 30|
03|2|Categoria 86|
03|3|Tipo 80|
03|4|Grupo 61|
00|83.851.169/9321-26|Empresa Versao2 15 LTDA|(81) 97885-1365
01|NFE|15-0001|1439.62
02|1|Assinatura 151|51.99
03|1|Classe 63|
03|2|Grupo 24|
03|3|Tipo 51|
02|2|Peça 650|190.20
03|1|Grupo 42|
03|2|Tipo 79|
03|3|Categoria 24|
02|3|Item 816|172.49
03|1|Categoria 41|
03|2|Tipo 64|
03|3|Categoria 23|
02|4|Assinatura 166|176.00
03|1|Grupo 38|
03|2|Grupo 05|
03|3|Categoria 84|
02|5|Pacote 404|63.85
03|1|Grupo 57|
03|2|Categoria 92|
02|6|Pacote 501|358.75
03|1|Grupo 74|
02|7|Assinatura 882|426.34
03|1|Grupo 12|
03|2|Grupo 74|
01|NFC|15-0002|2228.17
02|1|Serviço 707|49.04
03|1|Classe 16|
02|2|Peça 310|295.04
03|1|Classe 25|
02|3|Componente 819|416.58
03|1|Categoria 56|
02|4|Peça 970|269.58
03|1|Categoria 32|
02|5|Serviço 354|411.53
03|1|Categoria 44|
03|2|Classe 55|
03|3|Grupo 48|
02|6|Componente 158|255.31
03|1|Classe 74|
03|2|Categoria 23|
03|3|Tipo 44|
03|4|Tipo 26|
02|7|Peça 980|79.11
03|1|Tipo 75|
02|8|Pacote 543|428.93
03|1|Tipo 25|
03|2|Classe 70|
02|9|Item 017|23.05
03|1|Grupo 08|
03|2|Tipo 53|
01|NFE|15-0003|1783.90
02|1|Assinatura 412|105.12
03|1|Tipo 88|
03|2|Tipo 63|
03|3|Categoria 97|
03|4|Classe 01|
02|2|Pacote 687|385.27
03|1|Tipo 45|
03|2|Categoria 08|
03|3|Grupo 14|
02|3|Pacote 001|428.95
03|1|Tipo 85|
03|2|Grupo 52|
02|4|Peça 563|253.21
03|1|Grupo 92|
02|5|Peça 524|167.71
03|1|Tipo 18|
02|6|Peça 896|443.64
03|1|Categoria 68|
03|2|Classe 44|
03|3|Classe 40|
03|4|Grupo 33|
01|NF|15-0004|1850.48
02|1|Pacote 765|64.48
03|1|Tipo 22|
03|2|Tipo 80|
02|2|Assinatura 949|401.42
03|1|Categoria 88|
02|3|Pacote 043|414.17
03|1|Tipo 54|
02|4|Assinatura 403|403.30
03|1|Classe 19|
03|2|Categoria 72|
03|3|Tipo 73|
03|4|Categoria 92|
02|5|Peça 635|391.90
03|1|Tipo 24|
03|2|Grupo 39|
03|3|Grupo 03|
02|6|Serviço 487|175.21
03|1|Grupo 82|
01|NFC|15-0005|2295.09
02|1|Assinatura 297|361.56
03|1|Tipo 16|
02|2|Item 477|144.24
03|1|Grupo 98|
02|3|Componente 197|199.91
03|1|Categoria 73|
03|2|Tipo 14|
03|3|Grupo 91|
03|4|Grupo 48|
02|4|Componente 195|104.10
03|1|Categoria 89|
03|2|Categoria 25|
03|3|Classe 63|
02|5|Pacote 464|414.52
03|1|Tipo 09|
02|6|Componente 974|212.65
03|1|Classe 00|
03|2|Tipo 68|
02|7|Licença 182|78.59
03|1|Categoria 16|
03|2|Classe 50|
02|8|Serviço 144|494.27
03|1|Classe 29|
03|2|Grupo 04|
03|3|Categoria 17|
03|4|Grupo 44|
02|9|Pacote 931|285.25
03|1|Grupo 90|
03|2|Categoria 86|
03|3|Tipo 09|
01|NFE|15-0006|2018.05
02|1|Produto 970|380.23
03|1|Categoria 79|
03|2|Grupo 91|
02|2|Pacote 178|205.81
03|1|Classe 29|
03|2|Categoria 58|
03|3|Tipo 09|
02|3|Assinatura 378|215.50
03|1|Categoria 31|
03|2|Classe 39|
02|4|Serviço 378|293.92
03|1|Grupo 77|
03|2|Categoria 75|
03|3|Tipo 92|
02|5|Componente 985|28.65
03|1|Grupo 89|
03|2|Tipo 20|
03|3|Grupo 32|
02|6|Pacote 016|150.62
03|1|Tipo 12|
03|2|Categoria 47|
02|7|Pacote 362|368.13
03|1|Tipo 52|
03|2|Classe 97|
03|3|Tipo 43|
02|8|Produto 527|155.15
03|1|Grupo 24|
02|9|Serviço 284|203.57
03|1|Tipo 42|
03|2|Tipo 51|
03|3|Categoria 83|
02|10|Item 830|16.47
03|1|Tipo 68|
03|2|Classe 19|
03|3|Classe 53|
03|4|Tipo 53|
01|CTRC|15-0007|2226.03
02|1|Produto 645|15.24
03|1|Classe 04|
03|2|Classe 35|
03|3|Grupo 54|
02|2|Assinatura 508|232.69
03|1|Grupo 60|
03|2|Classe 23|
02|3|Serviço 006|143.12
03|1|Classe 73|
03|2|Categoria 40|
03|3|Categoria 82|
03|4|Categoria 73|
02|4|Componente 426|444.16
03|1|Classe 25|
03|2|Categoria 70|
03|3|Grupo 20|
02|5|Licença 060|210.46
03|1|Grupo 05|
03|2|Classe 99|
03|3|Classe 87|
03|4|Categoria 49|
02|6|Assinatura 750|473.51
03|1|Classe 68|
03|2|Classe 11|
03|3|Classe 53|
03|4|Tipo 94|
02|7|Pacote 916|299.55
03|1|Categoria 72|
02|8|Licença 467|407.30
03|1|Grupo 20|
03|2|Categoria 83|
01|NFS|15-0008|2813.27
02|1|Assinatura 162|388.97
03|1|Grupo 83|
03|2|Classe 89|
03|3|Categoria 43|
02|2|Item 869|341.36
03|1|Tipo 01|
03|2|Categoria 19|
03|3|Classe 87|
03|4|Classe 91|
02|3|Serviço 185|417.10
03|1|Grupo 26|
03|2|Classe 87|
03|3|Categoria 23|
02|4|Peça 450|267.47
03|1|Categoria 42|
03|2|Classe 81|
02|5|Item 067|447.99
03|1|Categoria 82|
03|2|Grupo 97|
02|6|Item 133|83.15
03|1|Grupo 15|
03|2|Tipo 66|
03|3|Grupo 70|
02|7|Peça 655|103.90
03|1|Classe 04|
03|2|Grupo 63|
03|3|Grupo 06|
02|8|Componente 653|241.45
03|1|Grupo 57|
03|2|Categoria 18|
02|9|Peça 001|440.92
03|1|Tipo 89|
03|2|Tipo 57|
03|3|Grupo 37|
03|4|Classe 52|
02|10|Produto 016|80.96
03|1|Grupo 16|
03|2|Categoria 61|
03|3|Categoria 84|
03|4|Tipo 55|
01|CTRC|15-0009|1791.36
02|1|Item 977|40.40
03|1|Categoria 14|
03|2|Tipo 15|
03|3|Classe 26|
02|2|Produto 467|121.07
03|1|Classe 05|
02|3|Componente 124|137.16
03|1|Categoria 62|
02|4|Peça 335|426.61
03|1|Classe 01|
03|2|Categoria 66|
02|5|Produto 579|270.84
03|1|Grupo 82|
03|2|Categoria 79|
02|6|Componente 987|499.15
03|1|Grupo 24|
03|2|Categoria 41|
02|7|Serviço 828|296.13
03|1|Grupo 83|
01|NFC|15-0010|1965.76
02|1|Produto 873|491.22
03|1|Grupo 24|
03|2|Tipo 88|
03|3|Tipo 36|
03|4|Grupo 86|
02|2|Pacote 632|387.13
03|1|Grupo 66|
02|3|Pacote 197|239.40
03|1|Categoria 04|
03|2|Tipo 77|
03|3|Categoria 60|
03|4|Tipo 50|
02|4|Assinatura 803|65.19
03|1|Categoria 78|
03|2|Grupo 40|
03|3|Categoria 99|
02|5|Item 096|355.33
03|1|Tipo 17|
03|2|Grupo 44|
03|3|Tipo 38|
02|6|Licença 212|39.43
03|1|Grupo 09|
03|2|Grupo 91|
03|3|Grupo 18|
03|4|Categoria 60|
02|7|Licença 243|388.06
03|1|Grupo 07|
00|88.905.885/4375-46|Empresa Versao2 16 LTDA|(48) 94292-4212
01|NF|16-0001|1516.78
02|1|Assinatura 044|53.51
03|1|Classe 75|
03|2|Classe 32|
03|3|Categoria 59|
02|2|Peça 671|427.58
03|1|Classe 17|
02|3|Assinatura 951|214.31
03|1|Grupo 42|
03|2|Categoria 71|
02|4|Licença 328|497.77
03|1|Tipo 05|
03|2|Tipo 53|
02|5|Produto 564|323.61
03|1|Categoria 40|
03|2|Grupo 92|
01|NF|16-0002|2653.70
02|1|Item 589|463.41
03|1|Classe 85|
02|2|Licença 244|148.38
03|1|Grupo 69|
03|2|Grupo 39|
02|3|Item 638|237.48
03|1|Categoria 60|
03|2|Classe 42|
03|3|Tipo 20|
03|4|Categoria 00|
02|4|Assinatura 940|90.80
03|1|Classe 46|
02|5|Item 957|411.24
03|1|Tipo 50|
03|2|Tipo 78|
03|3|Classe 88|
02|6|Licença 761|402.04
03|1|Grupo 24|
02|7|Item 343|329.32
03|1|Categoria 74|
03|2|Grupo 18|
03|3|Categoria 54|
03|4|Tipo 05|
02|8|Peça 047|475.99
03|1|Grupo 34|
02|9|Pacote 551|95.04
03|1|Tipo 66|
03|2|Grupo 27|
03|3|Classe 63|
01|NFS|16-0003|1955.26
02|1|Item 880|452.17
03|1|Categoria 22|
03|2|Tipo 81|
02|2|Produto 794|373.80
03|1|Categoria 19|
03|2|Categoria 92|
03|3|Grupo 56|
02|3|Peça 597|71.01
03|1|Grupo 24|
03|2|Categoria 12|
02|4|Licença 231|101.95
03|1|Categoria 83|
02|5|Assinatura 824|147.42
03|1|Categoria 91|
03|2|Tipo 84|
03|3|Categoria 86|
02|6|Componente 685|30.78
03|1|Categoria 50|
03|2|Tipo 20|
03|3|Tipo 64|
03|4|Categoria 92|
02|7|Serviço 152|82.36
03|1|Classe 49|
02|8|Assinatura 792|386.26
03|1|Classe 85|
03|2|Grupo 42|
02|9|Serviço 809|227.68
03|1|Grupo 97|
03|2|Grupo 49|
03|3|Classe 93|
02|10|Peça 238|81.83
03|1|Tipo 02|
01|CTRC|16-0004|2180.45
02|1|Produto 159|454.47
03|1|Classe 42|
02|2|Licença 496|452.13
03|1|Categoria 66|
02|3|Produto 544|236.53
03|1|Categoria 84|
02|4|Peça 608|175.85
03|1|Grupo 17|
02|5|Assinatura 830|202.28
03|1|Categoria 91|
03|2|Grupo 35|
03|3|Classe 83|
02|6|Pacote 399|407.02
03|1|Classe 67|
03|2|Tipo 78|
02|7|Item 252|252.17
03|1|Tipo 45|
03|2|Categoria 78|
01|CTRC|16-0005|1923.24
02|1|Produto 753|101.20
03|1|Tipo 63|
03|2|Grupo 41|
02|2|Item 549|113.60
03|1|Classe 03|
03|2|Tipo 85|
03|3|Classe 83|
02|3|Serviço 080|474.12
03|1|Categoria 94|
02|4|Item 589|87.37
03|1|Categoria 19|
03|2|Grupo 34|
02|5|Item 193|242.92
03|1|Categoria 25|
03|2|Categoria 85|
03|3|Tipo 41|
03|4|Grupo 15|
02|6|Pacote 225|201.39
03|1|Classe 36|
02|7|Componente 899|288.84
03|1|Classe 11|
03|2|Grupo 44|
02|8|Pacote 148|212.50
03|1|Grupo 45|
03|2|Grupo 07|
03|3|Tipo 76|
02|9|Serviço 543|201.30
03|1|Grupo 44|
03|2|Grupo 80|
03|3|Tipo 71|
01|NF|16-0006|1982.15
02|1|Licença 027|20.63
03|1|Tipo 24|
03|2|Grupo 70|
02|2|Assinatura 387|103.04
03|1|Tipo 25|
03|2|Classe 62|
03|3|Categoria 82|
03|4|Grupo 00|
02|3|Produto 228|495.31
03|1|Grupo 17|
02|4|Assinatura 005|29.35
03|1|Grupo 13|
03|2|Classe 66|
02|5|Serviço 101|393.64
03|1|Tipo 75|
03|2|Grupo 62|
02|6|Pacote 267|203.80
03|1|Grupo 47|
03|2|Grupo 04|
03|3|Classe 50|
02|7|Licença 642|207.59
03|1|Grupo 12|
03|2|Categoria 09|
03|3|Categoria 70|
02|8|Licença 622|369.60
03|1|Categoria 17|
03|2|Grupo 37|
02|9|Licença 621|159.19
03|1|Grupo 69|
03|2|Tipo 37|
03|3|Tipo 59|
01|NFC|16-0007|1554.86
02|1|Produto 108|95.04
03|1|Categoria 75|
03|2|Grupo 39|
03|3|Categoria 00|
02|2|Peça 487|331.34
03|1|Grupo 91|
03|2|Categoria 29|
03|3|Tipo 53|
03|4|Grupo 95|
02|3|Assinatura 053|448.12
03|1|Classe 00|
03|2|Grupo 22|
03|3|Classe 01|
02|4|Serviço 964|371.77
03|1|Categoria 15|
02|5|Licença 409|113.17
03|1|Categoria 62|
03|2|Grupo 53|
03|3|Categoria 13|
03|4|Classe 71|
02|6|Componente 316|195.42
03|1|Tipo 93|
01|NFE|16-0008|1741.94
02|1|Peça 949|338.54
03|1|Tipo 18|
02|2|Componente 660|263.91
03|1|Tipo 99|
02|3|Item 332|256.16
03|1|Tipo 97|
03|2|Categoria 60|
03|3|Classe 36|
02|4|Componente 273|302.29
03|1|Grupo 68|
03|2|Grupo 29|
02|5|Assinatura 863|224.19
03|1|Classe 22|
03|2|Tipo 19|
03|3|Classe 29|
03|4|Grupo 84|
02|6|Assinatura 171|356.85
03|1|Grupo 89|
03|2|Grupo 37|
03|3|Grupo 41|
01|CTRC|16-0009|2242.62
02|1|Item 437|414.93
03|1|Grupo 28|
02|2|Serviço 787|454.95
03|1|Tipo 51|
03|2|Classe 62|
02|3|Peça 861|285.93
03|1|Categoria 36|
02|4|Peça 629|394.47
03|1|Grupo 28|
03|2|Grupo 56|
03|3|Classe 56|
02|5|Serviço 730|297.58
03|1|Tipo 51|
02|6|Licença 146|141.02
03|1|Grupo 20|
02|7|Licença 555|253.74
03|1|Classe 74|
01|NFS|16-0010|1104.36
02|1|Produto 422|195.12
03|1|Grupo 63|
03|2|Categoria 53|
03|3|Grupo 66|
02|2|Licença 186|158.22
03|1|Grupo 17|
03|2|Grupo 96|
02|3|Componente 755|499.77
03|1|Tipo 40|
03|2|Categoria 30|
03|3|Classe 56|
03|4|Classe 87|
02|4|Produto 024|49.73
03|1|Classe 92|
03|2|Grupo 56|
03|3|Classe 02|
03|4|Grupo 20|
02|5|Pacote 217|201.52
03|1|Tipo 23|
00|42.562.989/7020-91|Empresa Versao2 17 LTDA|(73) 93045-0697
01|CTRC|17-0001|2233.21
02|1|Serviço 265|282.78
03|1|Categoria 60|
03|2|Tipo 37|
02|2|Item 041|345.44
03|1|Classe 90|
03|2|Categoria 44|
03|3|Tipo 47|
03|4|Classe 30|
02|3|Item 007|170.79
03|1|Tipo 68|
02|4|Produto 862|361.58
03|1|Tipo 65|
02|5|Serviço 925|340.49
03|1|Grupo 12|
03|2|Tipo 97|
02|6|Licença 269|417.19
03|1|Grupo 98|
02|7|Pacote 621|142.60
03|1|Categoria 03|
03|2|Classe 28|
03|3|Categoria 74|
03|4|Tipo 50|
02|8|Pacote 923|79.28
03|1|Tipo 06|
03|2|Categoria 78|
03|3|Classe 70|
03|4|Classe 83|
02|9|Pacote 124|93.06
03|1|Tipo 71|
01|NFE|17-0002|2292.13
02|1|Licença 218|442.28
03|1|Tipo 54|
02|2|Item 474|87.02
03|1|Classe 99|
03|2|Categoria 19|
02|3|Item 312|160.34
03|1|Tipo 99|
03|2|Grupo 03|
03|3|Tipo 16|
03|4|Tipo 11|
02|4|Componente 933|57.11
03|1|Classe 28|
03|2|Categoria 86|
03|3|Classe 56|
02|5|Item 487|116.11
03|1|Tipo 32|
03|2|Categoria 09|
03|3|Tipo 09|
02|6|Peça 780|292.64
